genus_vernacular;species_vernacular;genus_scientific;species_scientific;frequency;primary_use;secondary_use;wild
Primel, Schlüsselblume;Bulley-P.;Primula;P. bulleyana subsp. bulleyana;Z s;Z;NA;NA
Primel, Schlüsselblume;Yunnan-P.;Primula;P. chungensis f.;Z s;Z;NA;NA
Primel, Schlüsselblume;Japan-P.;Primula;P. japonica;Z z;Z;NA;NA
Primel, Schlüsselblume;Burma-P.;Primula;P. burmanica f.;Z s;Z;NA;NA
Primel, Schlüsselblume;Bees-P.;Primula;P. bulleyana subsp. beesiana;Z s;Z;NA;NA
Primel, Schlüsselblume;Sichuan-P.;Primula;P. pulverulenta;Z z;Z;NA;NA
Gämskresse;Alpen-G.;Pritzelago;P. alpina;Z s;Z;NA;W
Gämshorn;Lousiana-G., Gewöhnliche Teufelsklaue;Proboscidea;P. louisianica;Z s;Z;NA;NA
Braunelle;Gewöhnliche B.;Prunella;P. vulgaris;Z v;Z;NA;W
Braunelle;Großblütige B.;Prunella;P. grandiflora;Z s;Z;NA;W
Braunelle;Weiße B.;Prunella;P. laciniata;Z s;Z;NA;W
Scheinlerchensporn;Blassgelber Sch.;Pseudofumaria;P. alba;Z s;Z;NA;W
Scheinlerchensporn;Gelber Sch.;Pseudofumaria;P. lutea;Z v;Z;NA;W
Blauweiderich;Silbergrauer B.;Pseudolysimachion;P. incanum;Z v;Z;NA;NA
Blauweiderich;Ähren-B.;Pseudolysimachion;P. spicatum;Z v;Z;NA;W
Blauweiderich;Langblättriger B.;Pseudolysimachion;P. longifolium;Z v;Z;NA;W
Blauweiderich;Rispen-B.;Pseudolysimachion;P. spurium;Z s;Z;NA;W
Scheinzwergbambus;Japan-Sch.;Pseudosasa;P. japonica;Z z;Z;NA;NA
Ährenstrandflieder;Suworow-Ä.;Psylliostachys;P. suworowii;Z z;Z;NA;NA
Flügelkopf;Mehrjähriger F.;Pterocephalus;P. perennis;Z s;Z;NA;NA
Elfenbeindistel;Elfenbeindistel;Ptilostemon;P. afer;Z s;Z;NA;NA
Salzschwaden;Strand-S., Andel;Puccinellia;P. maritima;N s;N;NA;W
Lungenkraut;Echtes L.;Pulmonaria;P. officinalis;Z z;Z;NA;W
Lungenkraut;Rotes L.;Pulmonaria;P. rubra;Z z;Z;NA;NA
Lungenkraut;Schmalblättriges L.;Pulmonaria;P. angustifolia;Z s;Z;NA;W
Lungenkraut;Langblättriges L.;Pulmonaria;P. longifolia;Z s;Z;NA;NA
Lungenkraut;Weiches L.;Pulmonaria;P. mollis;Z s;Z;NA;W
Lungenkraut;Siebenbürgisches L.;Pulmonaria;P. dacica;Z v;Z;NA;NA
Lungenkraut;Italienisches L.;Pulmonaria;P. vallarsae;Z s;Z;NA;NA
Lungenkraut;Zucker-L.;Pulmonaria;P. saccharata;Z z;Z;NA;NA
Küchenschelle, Kuhschelle;Alpen-K.;Pulsatilla;P. alpina;Z s;Z;NA;W
Küchenschelle, Kuhschelle;Brocken-K., Brockenanemone;Pulsatilla;P. alpina subsp. alba;Z s;Z;NA;W
Küchenschelle, Kuhschelle;Frühlings-K.;Pulsatilla;P. vernalis;Z s;Z;NA;W
Küchenschelle, Kuhschelle;Gelbliche K.;Pulsatilla;P. flavescens;Z s;Z;NA;NA
Küchenschelle, Kuhschelle;Finger-K., Stern-K.;Pulsatilla;P. patens;Z s;Z;NA;W
Küchenschelle, Kuhschelle;Berg-K.;Pulsatilla;P. montana;Z s;Z;NA;NA
Küchenschelle, Kuhschelle;Kaukasische K.;Pulsatilla;P. albana;Z s;Z;NA;NA
Küchenschelle, Kuhschelle;Wiesen-K.;Pulsatilla;P. pratensis;Z s;Z;NA;W
Küchenschelle, Kuhschelle;Slawische K.;Pulsatilla;P. slavica;Z s;Z;NA;NA
Küchenschelle, Kuhschelle;Steirische K.;Pulsatilla;P. styriaca;Z s;Z;NA;NA
Küchenschelle, Kuhschelle;Gewöhnliche K.;Pulsatilla;P. vulgaris;Z z;Z;NA;W
Küchenschelle, Kuhschelle;Große K.;Pulsatilla;P. grandis;Z s;Z;NA;W
Granatapfel;Granatapfelbaum;Punica;P. granatum;Z z;Z;NA;NA
Kegelblume;Kegelblume, Puschkinie;Puschkinia;P. scilloides;Z z;Z;NA;NA
Felsenteller;Pyrenäen-F.;Ramonda;R. myconi;Z s;Z;NA;NA
Felsenteller;Nathalia-F.;Ramonda;R. nathaliae;Z s;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Gewöhnlicher W.;Ranunculus;R. aquatilis;Z s;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Pyrenäen-H.;Ranunculus;R. pyrenaeus;Z s;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Weißer H.;Ranunculus;R. amplexicaulis;Z s;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Herzblättriger H.;Ranunculus;R. parnassifolius;Z s;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Gekerbter H.;Ranunculus;R. crenatus;Z s;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Alpen-H.;Ranunculus;R. alpestris;Z s;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Eisenhutblättriger H.;Ranunculus;R. aconitifolius;Z s;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Platanenblättriger H.;Ranunculus;R. platanifolius;Z s;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Scharbockskraut;Ranunculus;R. ficaria;Z z;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Schildblatt-H.;Ranunculus;R. thora;Z s;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Grasblättriger H.;Ranunculus;R. gramineus;Z s;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Zungen-H.;Ranunculus;R. lingua;Z s;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Brennender H.;Ranunculus;R. flammula;Z s;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Knolliger H.;Ranunculus;R. bulbosus;Z s;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Konstantinopler H.;Ranunculus;R. constantinopolitanus;NA;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Asiatischer H., Ranunkel-H.;Ranunculus;R. asiaticus;NA;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Illyrischer H.;Ranunculus;R. illyricus;Z s;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Balkanischer H.;Ranunculus;R. psilostachys;Z s;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Tausendblättriger H.;Ranunculus;R. millefoliatus;Z s;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Asiatischer H., Garten-Ranunkel;Ranunculus;R. asiaticus;Z s;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Acker-H.;Ranunculus;R. arvensis;Z s;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Kriechender H.;Ranunculus;R. repens;Z z;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Berg-H.;Ranunculus;R. montanus;Z s;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Scharfer H.;Ranunculus;R. acris;Z z;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Wolliger H.;Ranunculus;R. lanuginosus;Z z;Z;NA;W
Silberkissen;Südliches S.;Raoulia;R. australis f.;Z s;Z;NA;NA
Silberkissen;Kahles S;Raoulia;R. glabra f.;Z s;Z;NA;NA
Rettich;Kultur-R.;Raphanus;R. sativus;N v;N;NA;W
Rettich;Gemüse-R.;Raphanus;R. sativus convar. sativus;N v;N;NA;NA
Rettich;Schlangen-R.;Raphanus;R. sativus convar. caudatus;N s;N;NA;NA
Rettich;"Öl-R.; Futter-R.";Raphanus;R. sativus convar. oleifer;N z;N;NA;NA
Präriesonnenhut;Nickender P.;Ratibida;R. pinnata;Z s;Z;NA;NA
Resede, Wau;Färber-Resede, Wau;Reseda;R. luteola;N z;N;NA;W
Resede, Wau;Weiße Resede;Reseda;R. alba;Z s;Z;NA;NA
Resede, Wau;Rapunzel-Wau;Reseda;R. phyteuma;N s;N;NA;NA
Resede, Wau;Garten-Resede;Reseda;R. odorata;Z z;Z;NA;NA
Rhabarber;Königs-Rh.;Rheum;Rh. alexandrae;Z s;Z;NA;NA
Rhabarber;Gewöhnlicher Rh., Wellblatt-Rh.;Rheum;Rh. rhabarbarum;Z s;Z;N;NA
Rhabarber;Gebräuchlicher Rh., Medizinal-Rh.;Rheum;Rh. officinale;Z s;Z;N;NA
Rhabarber;Zier-Rh.;Rheum;Rh. palmatum;Z s;Z;NA;NA
Sonnenflügel;Humboldt-S., Sonnenkind;Rhodanthe;Rh. humboldtiana;Z s;Z;NA;NA
Sonnenflügel;Rosen-S., Rosen-Immortelle;Rhodanthe;Rh. manglesii;Z z;Z;NA;NA
Sonnenflügel;Rosa S., Rosa Papierblümchen;Rhodanthe;Rh. chlorocephala;Z z;Z;NA;NA
Sonnenflügel;Schirmtraubiger S.;Rhodanthe;Rh. corymbiflora;Z s;Z;NA;NA
Rosenwurz;Rosenwurz;Rhodiola;Rh. rosea;Z z;Z;NA;NA
Rosenkelch, Purpurglockenwein;Windender F.;Rhodochiton;Rh. atrosanguineum;Z z;Z;NA;NA
Rhododendron, Alpenrose, Azalee;Dahurische Azalee;Rhododendron;Rh. dauricum;Z s;Z;NA;NA
Rhododendron, Alpenrose, Azalee;Stachelspitzige Azalee;Rhododendron;Rh. mucronulatum;Z s;Z;NA;NA
Rhododendron, Alpenrose, Azalee;Bewimperte Alpenrose, Almrausch;Rhododendron;Rh. hirsutum;Z z;Z;NA;W
Rhododendron, Alpenrose, Azalee;Rostblättrige Alpenrose;Rhododendron;Rh. ferrugineum;Z z;Z;NA;W
Rhododendron, Alpenrose, Azalee;Veilchenblauer Rh.;Rhododendron;Rh. impeditum f.;Z z;Z;NA;NA
Rhododendron, Alpenrose, Azalee;Rötlicher Rh.;Rhododendron;Rh. russatum f.;Z z;Z;NA;NA
Rhododendron, Alpenrose, Azalee;Grauer Rh.;Rhododendron;Rh. hippophaëoides f.;Z z;Z;NA;NA
Zwergalpenrose, Zwergrösel;Zwergalpenrose;Rhodothamnus;Rh. chamaecistus;Z s;Z;NA;NA
Rizinus, Wunderbaum;Rizinus, Wunderbaum;Ricinus;R. communis;Z z;Z;NA;NA
Schaublatt;Maiapfelblättriges Sch.;Rodgersia;R. podophylla;Z s;Z;NA;NA
Schaublatt;Rosskastanienblättriges Sch.;Rodgersia;R. aesculifolia;Z s;Z;NA;NA
Schaublatt;Holunderblättriges Sch.;Rodgersia;R. sambucifolia;Z s;Z;NA;NA
Schaublatt;Fiederblättriges Sch.;Rodgersia;R. pinnata;Z s;Z;NA;NA
Romneya;Coulter-R;Romneya;R. coulteri;Z s;Z;NA;NA
Sandkrokus, Scheinkrokus;Sandkrokus, Scheinkrokus;Romulea;R. bulbocodium;Z s;Z;NA;NA
Ingwerorchidee, Scheinorchidee;Szillablättrige I;Roscoea;R. scillifolia;Z s;Z;NA;NA
Ingwerorchidee, Scheinorchidee;Hume-I.;Roscoea;R. humeana f.;Z s;Z;NA;NA
Ingwerorchidee, Scheinorchidee;Geöhrte I.;Roscoea;R. auriculata;Z s;Z;NA;NA
Ingwerorchidee, Scheinorchidee;Purpurne I;Roscoea;R. purpurea;Z s;Z;NA;NA
Ingwerorchidee, Scheinorchidee;Cautleya-I.;Roscoea;R. cautleoides;Z s;Z;NA;NA
Rosmarin;Rosmarin;Rosmarinus;R. officinalis;N z;Z;N;NA
Färberröte, Krapp;Ostasiatische F., Ostasiatischer Krapp;Rubia;R. cordifolia;Z s;Z;NA;NA
Färberröte, Krapp;Wilde F., Wilder Krapp;Rubia;R. peregrina;Z s;Z;NA;NA
Färberröte, Krapp;Echte F., Krapp;Rubia;R. tinctorum;Z s;N;Z;NA
Himbeere, Moltebeere, Brombeere;Zimt-H.;Rubus;R. odoratus;Z s;Z;NA;W
Himbeere, Moltebeere, Brombeere;Moltebeere;Rubus;R. chamaemorus;Z s;Z;NA;W
Himbeere, Moltebeere, Brombeere;Kriech-H.;Rubus;R. pentalobus;Z s;Z;NA;NA
Himbeere, Moltebeere, Brombeere;Alåkerbeere;Rubus;R. × stellarcticus;Z s;Z;NA;NA
Himbeere, Moltebeere, Brombeere;Arktische H.;Rubus;R. arcticus;Z s;Z;NA;NA
Himbeere, Moltebeere, Brombeere;Himalaja-H.;Rubus;R. nepalensis;Z s;Z;NA;NA
Himbeere, Moltebeere, Brombeere;Himbeere;Rubus;R. idaeus;N v;N;NA;W
Himbeere, Moltebeere, Brombeere;Japanische H.;Rubus;R. illecebrosus;Z s;N;Z;NA
Sonnenhut;Gewöhnlicher S.;Rudbeckia;R. fulgida;Z v;Z;NA;NA
Sonnenhut;Glänzender S.;Rudbeckia;R. nitida;Z s;Z;NA;NA
Sonnenhut;Schlitzblättriger S., Goldball, Langer Heinrich;Rudbeckia;R. laciniata;Z v;Z;NA;W
Sonnenhut;Schwachfilziger S;Rudbeckia;R. subtomentosa;Z s;Z;NA;NA
Sonnenhut;Dreilappiger S.;Rudbeckia;R. triloba;Z s;Z;NA;NA
Sonnenhut;Großer S.;Rudbeckia;R. maxima;Z s;Z;NA;NA
Sonnenhut;Rauer S.;Rudbeckia;R. hirta;Z v;Z;NA;W
Sonnenhut;Großblütiger S.;Rudbeckia;R. grandiflora;Z s;Z;NA;NA
Ruellie, Wilde Petunie;Behaarte R.;Ruellia;R. humilis;Z s;Z;NA;NA
Ruellie, Wilde Petunie;Kahle R.;Ruellia;R. strepens;Z s;Z;NA;NA
Felserdrauch, Felsrauch;Afrikanischer F.;Rupicapnos;R. africanus;Z s;Z;NA;NA
Mäusedorn;Gewöhnlicher M.;Ruscus;R. aculeatus;Z s;Z;NA;NA
Mäusedorn;Hadernblatt;Ruscus;R. hypoglossum;Z s;Z;NA;NA
Mäusedorn;Westmediterraner M;Ruscus;R. hypophyllum;Z s;Z;NA;NA
Raute;Wein-R.;Ruta;R. graveolens;Z z;N;Z;W
Mastkraut;Pfriemen-M., Sternmoos;Sagina;S. subulata;Z v;Z;NA;W
Pfeilkraut;Breitblättriges Pf., Veränderliches Pf.;Sagittaria;S. latifolia;Z s;Z;NA;W
Pfeilkraut;Gewöhnliches Pf.;Sagittaria;S. sagittifolia;Z v;Z;NA;W
Trompetenzunge;Trompetenzunge;Salpiglossis;S. sinuata;Z z;Z;NA;NA
Salbei;Mazedonischer S.;Salvia;S. jurisicii;Z s;Z;NA;NA
Salbei;Kleb-S.;Salvia;S. glutinosa;Z s;Z;NA;W
Salbei;Echter S.;Salvia;S. officinalis;N v;N;Z;NA
Salbei;Quirl-S.;Salvia;S. verticillata;Z s;Z;NA;W
Salbei;Mexikanischer S.;Salvia;S. patens;Z s;Z;NA;NA
Salbei;Glänzender S.;Salvia;S. splendens;Z v;Z;NA;NA
Salbei;Mehl-S.;Salvia;S. farinacea;Z v;Z;NA;NA
Salbei;Peruanischer S.;Salvia;S. discolor;Z s;Z;NA;NA
Salbei;Scharlachroter S.;Salvia;S. coccinea;Z z;Z;NA;NA
Salbei;Nickender S.;Salvia;S. nutans;Z s;Z;NA;NA
Salbei;Buntschopf-S.;Salvia;S. viridis;Z z;Z;NA;NA
Salbei;Ungarischer S.;Salvia;S. aethiopis;Z s;Z;NA;W
Salbei;Steppen-S;Salvia;S. nemorosa;Z v;Z;NA;W
Salbei;Wiesen-S.;Salvia;S. pratensis;Z s;Z;NA;W
Salbei;Muskateller-S.;Salvia;S. sclarea;Z s;Z;NA;W
Salbei;Silberblatt-S.;Salvia;S. argentea;Z s;Z;NA;NA
Salbei;Reinweißblütiger S.;Salvia;S. candidissima;Z s;Z;NA;NA
Holunder;Zwerg-H., Attich;Sambucus;S. ebulus;Z s;Z;NA;W
Blutwurzel;Kanadische B.;Sanguinaria;S. canadensis;Z s;Z;NA;NA
Wiesenknopf;Japanischer W.;Sanguisorba;S. obtusa;Z s;Z;NA;NA
Wiesenknopf;Kleiner W., Kleine Bibernelle;Sanguisorba;S. minor;Z z;N;Z;NA
Wiesenknopf;Südalpischer W.;Sanguisorba;S. dodecandra;Z s;Z;NA;NA
Wiesenknopf;Hakusan-W.;Sanguisorba;S. hakusanensis;Z s;Z;NA;NA
Wiesenknopf;Großer W.;Sanguisorba;S. officinalis;Z z;Z;NA;NA
Wiesenknopf;Kanadischer W.;Sanguisorba;S. canadensis;Z s;Z;NA;NA
Wiesenknopf;Ostasiatischer W.;Sanguisorba;S. tenuifolia;Z s;Z;NA;NA
Sanikel;Sanikel;Sanicula;S. europaea;Z s;Z;NA;W
Heiligenkraut;Sierra-Nevada-H.;Santolina;S. elegans;Z s;Z;NA;NA
Heiligenkraut;Grünes H.;Santolina;S. rosmarinifolia;Z s;Z;NA;NA
Heiligenkraut;Gefiedertes H.;Santolina;S. pinnata;Z s;Z;NA;NA
Heiligenkraut;Graues H;Santolina;S. chamaecyparissus;Z v;Z;NA;NA
Heiligenkraut;Neapolitanisches H.;Santolina;S. neapolitana;Z s;Z;NA;NA
Goldrandblümchen, Sanvitalie;Mexikanisches G.;Sanvitalia;S. procumbens;Z z;Z;NA;NA
Seifenkraut;Kalabrisches S.;Saponaria;S. calabrica;Z s;Z;NA;NA
Seifenkraut;Gänseblümchenblättriges S.;Saponaria;S. bellidifolia;Z s;Z;NA;NA
Seifenkraut;Gelbes S.;Saponaria;S. lutea;Z z;Z;NA;NA
Seifenkraut;Niedriges S.;Saponaria;S. pumilio;Z s;Z;NA;NA
Seifenkraut;Echtes S.;Saponaria;S. officinalis;Z v;N;NA;NA
Seifenkraut;Haussknecht-S.;Saponaria;S. haussknechtii;Z z;Z;NA;NA
Seifenkraut;Rasenbildendes S.;Saponaria;S. caespitosa;Z z;Z;NA;NA
Seifenkraut;Rotes S.;Saponaria;S. ocymoides;Z v;Z;NA;W
Schlauchpflanze;Rotbraune S.;Sarracenia;S. purpurea subsp. purpurea;Z s;Z;NA;NA
Urhaselwurz;Chinesische U.;Saruma;S. henryi;Z s;Z;NA;NA
Zwergbambus;Breitblatt-Z.;Sasa;S. palmata;NA;Z;NA;NA
Zwergbambus;Veitch-Z.;Sasa;S. veitchii;Z s;Z;NA;NA
Kleinbambus;Zweig-K.;Sasaella;S. ramosa;Z s;Z;NA;NA
Bohnenkraut;Echtes B., Sommer-B.;Satureja;S. hortensis;N v;N;NA;NA
Bohnenkraut;Winter-B.;Satureja;S. montana;Z z;N;Z;NA
Eidechsenwurz;Eidechsenwurz;Sauromatum;S. venosum;Z s;Z;NA;NA
Molchschwanz;Amerikanischer M.;Saururus;S. cernuus;Z s;Z;NA;NA
Molchschwanz;Asiatischer M.;Saururus;S. chinensis;Z s;Z;NA;NA
Alpenscharte;Zwerg-A.;Saussurea;S. pygmaea;Z s;Z;NA;W
Alpenscharte;Zweifarbige A.;Saussurea;S. discolor;Z s;Z;NA;W
Alpenscharte;Echte A.;Saussurea;S. alpina;Z s;Z;NA;W
Steinbrech;Pyrenäen-St.;Saxifraga;S. longifolia;Z s;Z;NA;NA
Steinbrech;Roter St., Gegenblättriger St.;Saxifraga;S. oppositifolia;Z s;Z;NA;W
Steinbrech;Kies-St.;Saxifraga;S. mutata;Z s;Z;NA;W
Steinbrech;Wacholderblättriger St.;Saxifraga;S. juniperifolia;Z z;Z;NA;NA
Steinbrech;Athos-St.;Saxifraga;S. sancta;Z z;Z;NA;NA
Steinbrech;Hauswurz-St.;Saxifraga;S. sempervivum;Z s;Z;NA;NA
Steinbrech;Kies-St.;Saxifraga;S. mutata;Z s;Z;NA;W
Steinbrech;Mazedonischer St., Ferdinand von Coburg-St.;Saxifraga;S. ferdinandi-coburgi;Z s;Z;NA;NA
Steinbrech;Blaugrüner St.;Saxifraga;S. caesia;Z s;Z;NA;W
Steinbrech;Burser-St.;Saxifraga;S. burseriana;Z s;Z;NA;W
Steinbrech;Kalkrand-St.;Saxifraga;S. marginata;Z s;Z;NA;NA
Steinbrech;Balkan-St.;Saxifraga;S. scardica;Z s;Z;NA;NA
Steinbrech;Fettblatt-St., Strauß-St.;Saxifraga;S. cotyledon;Z s;Z;NA;NA
Steinbrech;Krusten-St.;Saxifraga;S. crustata;Z s;Z;NA;NA
Steinbrech;Host-St.;Saxifraga;S. hostii;Z z;Z;NA;NA
Steinbrech;Trauben-St., Rispen-St.;Saxifraga;S. paniculata;Z s;Z;NA;W
Steinbrech;Nelkenwurz-St.;Saxifraga;S. × geum;Z z;Z;NA;W
Steinbrech;Zimbelkraut-St.;Saxifraga;S. cymbalaria;Z s;Z;NA;W
Steinbrech;Hängender St., Judenbart;Saxifraga;S. stolonifera;Z z;Z;NA;NA
Steinbrech;Herbst-St.;Saxifraga;S. fortunei f.;Z s;Z;NA;NA
Steinbrech;Heilglöckelblättriger St.;Saxifraga;S. cortusifolia;Z s;Z;NA;NA
Steinbrech;Körnchen-St., Knöllchen-St.;Saxifraga;S. granulata;Z z;Z;NA;W
Steinbrech;Rundblättriger St.;Saxifraga;S. rotundifolia;Z z;Z;NA;W
Steinbrech;Rauhaar-St.;Saxifraga;S. hirsuta;Z s;Z;NA;NA
Steinbrech;Fetthennen-St.;Saxifraga;S. aizoides;Z s;Z;NA;W
Steinbrech;Mannsschild-St.;Saxifraga;S. androsacea;Z s;Z;NA;W
Steinbrech;Rauer St.;Saxifraga;S. aspera;Z s;Z;NA;NA
Steinbrech;Moos-St.;Saxifraga;S. bryoides;Z s;Z;NA;W
Steinbrech;Schatten-St.;Saxifraga;S. umbrosa;Z z;Z;NA;NA
Steinbrech;Keilblättriger St.;Saxifraga;S. cuneifolia;Z s;Z;NA;NA
Steinbrech;Moschus-St.;Saxifraga;S. moschata;Z z;Z;NA;W
Steinbrech;Piemonteser St.;Saxifraga;S. pedemontana;Z s;Z;NA;NA
Steinbrech;Mannsschild-St.;Saxifraga;S. androsacea;Z s;Z;NA;W
Steinbrech;Astmoos-St.;Saxifraga;S. hypnoides;Z s;Z;NA;W
Steinbrech;Dreigabliger St., Gabel-St.;Saxifraga;S. trifurcata;Z s;Z;NA;NA
Steinbrech;Rasen-St.;Saxifraga;S. rosacea;Z z;Z;NA;W
Skabiose, Krätzkraut;Purpur-S.;Scabiosa;S. atropurpurea;Z z;Z;NA;NA
Skabiose, Krätzkraut;Syrische S.;Scabiosa;S. prolifera;Z z;Z;NA;NA
Skabiose, Krätzkraut;Stern-S.;Scabiosa;S. stellata;Z s;Z;NA;NA
Skabiose, Krätzkraut;Grasblättrige S.;Scabiosa;S. graminifolia;Z s;Z;NA;NA
Skabiose, Krätzkraut;Kaukasus-S.;Scabiosa;S. caucasica;Z z;Z;NA;NA
Skabiose, Krätzkraut;Glanz-S.;Scabiosa;S. lucida;Z s;Z;NA;W
Skabiose, Krätzkraut;Tauben-S.;Scabiosa;S. columbaria;Z s;Z;NA;W
Fächerblume, Spaltglocke;Blauviolette F.;Scaevola;S. aemula;Z s;Z;NA;NA
Zwerggänsekresse, Schivereckie;Dörfler-Z.;Schivereckia;Sch. doerfleri;Z z;Z;NA;NA
Zwerggänsekresse, Schivereckie;Podolische Z.;Schivereckia;Sch. hyperborea;Z z;Z;NA;NA
Spaltblume;Abgestumpfte S.;Schizanthus;Sch. grahamii;Z z;Z;NA;NA
Spaltblume;Gefiederte S.;Schizanthus;Sch. pinnatus;Z v;Z;NA;NA
Teichsimse;Gewöhnliche T.;Schoenoplectus;Sch. lacustris;Z s;N;Z;W
Teichsimse;Salz-T.;Schoenoplectus;Sch. tabernaemontani;Z s;N;Z;W
Blaustern, Scilla;Pyrenäen-B.;Scilla;Sc. lilio-hyacinthus;Z s;Z;NA;NA
Blaustern, Scilla;Peruanischer B.;Scilla;Sc. peruviana;Z s;Z;NA;NA
Blaustern, Scilla;Herbst-B.;Scilla;Sc. autumnalis;Z s;Z;NA;NA
Blaustern, Scilla;Ostasiatischer B.;Scilla;Sc. scilloides;Z s;Z;NA;NA
Blaustern, Scilla;Amethyst-B.,Wiesen-B;Scilla;Sc. litardierei;Z s;Z;NA;NA
Blaustern, Scilla;Hyazinthen-B;Scilla;Sc. hyacinthoides;Z s;Z;NA;NA
Blaustern, Scilla;Hohenacker-B.;Scilla;Sc. hohenackeri;Z s;Z;NA;NA
Blaustern, Scilla;Mischtschenko-B.;Scilla;Sc. mischtschenkoana;Z s;Z;NA;NA
Blaustern, Scilla;Russischer B., Sibirischer B.;Scilla;Sc. siberica;Z v;Z;NA;W
Blaustern, Scilla;Alpenveilchen-B.;Scilla;Sc. rosenii;Z s;Z;NA;NA
Blaustern, Scilla;Zweiblättriger B.;Scilla;Sc. bifolia;Z s;Z;NA;W
Blaustern, Scilla;Puschkinien-B.;Scilla;Sc. puschkinioides;Z s;Z;NA;NA
Blaustern, Scilla;Schöner B.;Scilla;Sc. amoena;Z z;Z;NA;W
Simse;Wald-S., Flecht-S.;Scirpus;Sc. sylvaticus;Z s;Z;NA;W
Simse;Wollige S., Zypergras-S.;Scirpus;Sc. cyperinus;Z s;Z;NA;W
Tollkraut;Krainer T.;Scopolia;S. carniolica;Z z;Z;NA;NA
Tollkraut;Fahlgelbes T.;Scopolia;S. anomala;Z s;Z;NA;NA
Schwarzwurzel;Violette Sch.;Scorzonera;S. purpurea;Z s;Z;NA;W
Helmkraut;Alpen-H.;Scutellaria;S. alpina;Z s;Z;NA;NA
Helmkraut;Chinesisches H., Baikal-H.;Scutellaria;S. baicalensis;Z s;Z;NA;NA
Helmkraut;Hohes H.;Scutellaria;S. altissima;Z s;Z;NA;NA
Roggen;Saat-R.;Secale;S. cereale;N v;N;NA;NA
Fetthenne, Mauerpfeffer;Kaukasus-F.;Sedum;S. spurium;Z v;Z;NA;W
Fetthenne, Mauerpfeffer;Kriechtrieb-F.;Sedum;S. sarmentosum;Z s;Z;NA;NA
Fetthenne, Mauerpfeffer;Sibirische F;Sedum;S. hybridum;Z s;Z;NA;NA
Fetthenne, Mauerpfeffer;Kamtschatka-F.;Sedum;S. kamtschaticum;Z z;Z;NA;NA
Fetthenne, Mauerpfeffer;Amur-F.;Sedum;S. selskianum;Z z;Z;NA;NA
Fetthenne, Mauerpfeffer;Große F.;Sedum;S. maximum;Z z;Z;NA;W
Fetthenne, Mauerpfeffer;Deckblatt-F.;Sedum;S. aizoon;Z z;Z;NA;NA
Fetthenne, Mauerpfeffer;Zwergstrauch-F.;Sedum;S. populifolium;Z s;Z;NA;NA
Fetthenne, Mauerpfeffer;Behaarte F.;Sedum;S. pilosum;Z s;Z;NA;NA
Fetthenne, Mauerpfeffer;Rundblättrige F.;Sedum;S. anacampseros;Z z;Z;NA;NA
Fetthenne, Mauerpfeffer;Siebold-F.;Sedum;S. sieboldii;Z z;Z;NA;NA
Fetthenne, Mauerpfeffer;Japanische F.;Sedum;S. cauticola;Z s;Z;NA;NA
Fetthenne, Mauerpfeffer;Purpur-F.;Sedum;S. telephium;Z s;Z;NA;W
Fetthenne, Mauerpfeffer;Prächtige F.;Sedum;S. spectabile;Z v;Z;NA;NA
Fetthenne, Mauerpfeffer;Spanische F.;Sedum;S. hispanicum;Z s;Z;NA;W
Fetthenne, Mauerpfeffer;Buckel-F.;Sedum;S. dasyphyllum;Z s;Z;NA;W
Fetthenne, Mauerpfeffer;Spanische F.;Sedum;S. hispanicum;Z s;Z;NA;W
