genus_vernacular;species_vernacular;genus_scientific;species_scientific;primary_use;secondary_use;wild
Zitronenstrauch;Zitronenstrauch;Aloysia;A. triphylla;Z;NA;NA
Verbene;Moos-V.;Verbena;V. tenuisecta;Z;NA;NA
Verbene;Rosen-V.;Verbena;V. canadensis;Z;NA;NA
Verbene;Dakota-V.;Verbena;V. bipinnatifida;Z;NA;NA
Verbene;Ausläufer-V.;Verbena;V. rigida;Z;NA;NA
Verbene;Argentinische V.;Verbena;V. bonariensis;Z;NA;NA
Verbene;Eichenblättrige V.;Verbena;V. peruviana;Z;NA;NA
Verbene;Garten-V.;Verbena;V. × hybrida;Z;NA;NA
Bartblume;Hybrid-Bartblume;Caryopteris;C. × clandonensis;Z;NA;NA
Gamander;Salbei-G.;Teucrium;T. scorodonia;Z;NA;W
Gamander;Hyrkanischer G.;Teucrium;T. hyrcanicum;Z;NA;NA
Gamander;Edel-G.;Teucrium;T. chamaedrys;Z;NA;W
Gamander;Berg-G.;Teucrium;T. montanum;Z;NA;W
Grasschwertel, Binsenlilie;Berg-G.;Sisyrinchium;S. montanum;Z;NA;W
Gamander;Pyrenäen-G.;Teucrium;T. pyrenaicum;Z;NA;NA
Gamander;Polei-G., Marienkraut;Teucrium;T. polium;Z;NA;NA
Günsel;Kriech-G.;Ajuga;A. reptans;Z;NA;W
Günsel;Heide-G.;Ajuga;A. genevensis;Z;NA;W
Günsel;Pyramiden-G.;Ajuga;A. pyramidalis;Z;NA;W
Glockenblume;Pyramiden-G.;Campanula;C. pyramidalis;Z;NA;NA
Rosmarin;Rosmarin;Rosmarinus;R. officinalis;Z;N;NA
Basilienkraut, Basilikum;Basilienkraut;Ocimum;O. basilicum;N;NA;NA
Harfenstrauch;Ambon-H., Jamaikathymian;Plectranthus;P. amboinicus;Z;NA;NA
Harfenstrauch;Hunds-H.;Plectranthus;P. caninus;Z;NA;NA
Harfenstrauch;Schlechter-H.;Plectranthus;P. neochilus;Z;NA;NA
Harfenstrauch;Schmuck-H.;Plectranthus;P. ornatus;Z;NA;NA
Harfenstrauch;Forster-H., Schwedischer Efeu, Weihrauchkraut;Plectranthus;P. forsteri;Z;NA;NA
Harfenstrauch;Echter H., Mottenkönig;Plectranthus;P. fruticosus;Z;NA;NA
Harfenstrauch;Kerzen-H.;Plectranthus;P. oertendahlii;Z;NA;NA
Harfenstrauch;Sackförmiger H.;Plectranthus;P. saccatus;Z;NA;NA
Buntnessel;Buntnessel;Solenostemon;S. scutellarioides;NA;NA;NA
Lavendel;Echter L.;Lavandula;L. angustifolia;N;Z;NA
Lavendel;Schopf-L.;Lavandula;L. stoechas;Z;NA;NA
Elsholtzie, Kammminze;Elsholtzie, Chinesische K.;Elsholtzia;E. stauntonii;Z;NA;NA
Schwarznessel;Schwarznessel;Perilla;P. frutescens;Z;NA;NA
Minze;Hirsch-M.;Mentha;M. cervina;Z;NA;NA
Minze;Korsische M., Zarte M.;Mentha;M. requienii;Z;NA;NA
Minze;Polei-M.;Mentha;M. pulegium;Z;NA;NA
Minze;Wasser-M.;Mentha;M. aquatica;Z;NA;NA
Minze;Quirl-M.;Mentha;M. verticillata;N;NA;W
Minze;Dalmatiner M.;Mentha;M. dalmatica;N;NA;NA
Minze;Kärntner M.;Mentha;M. × carinthiaca;N;NA;NA
Minze;Edel-M.;Mentha;M. gracilis;N;NA;NA
Minze;Rote M.;Mentha;M. luteorubra;N;NA;NA
Minze;Pfeffer-M.;Mentha;M. piperita;N;NA;NA
Minze;Liebliche M.;Mentha;M. suavis;N;NA;NA
Minze;Grüne M.;Mentha;M. spicata;N;NA;NA
Minze;Rundblättrige M.;Mentha;M. suaveolens;N;NA;NA
Minze;Zottige M., Apfel-M.;Mentha;M. villosa;N;NA;NA
Minze;Ross-M.;Mentha;M. longifolia;Z;NA;NA
Minze;Falsche Apfel-M.;Mentha;M. rotundifolia;N;NA;NA
Minze;Gezähnte M.;Mentha;M. × villosonervata;N;NA;NA
Wolfstrapp;Ufer-W.;Lycopus;L. europaeus;Z;NA;W
Ysop;Ysop;Hyssopus;C. hyssopifolia;N;Z;NA
Dost;Amanus-D.;Origanum;O. amanum;Z;NA;NA
Dost;Gewöhnlicher D., Oregano;Origanum;O. vulgare;N;Z;NA
Dost;Diptam-D., Kreta-D.;Origanum;O. dictamnus;Z;NA;NA
Dost;Griechischer D.;Origanum;O. scabrum;Z;NA;NA
Majoran;Majoran;Majorana;M. hortensis;N;NA;NA
Thymian, Quendel;Zottiger Th.;Thymus;T. villosus;Z;NA;NA
Thymian, Quendel;Dünnhäutiger Th.;Thymus;T. membranaceus;Z;NA;NA
Thymian, Quendel;Polster-Th.;Thymus;T. cherlerioides;Z;NA;NA
Thymian, Quendel;Echter Th., Gewürz-Th.;Thymus;T. vulgaris;N;Z;NA
Thymian, Quendel;Zitronen-Th.;Thymus;T. × citriodorus;N;Z;NA
Thymian, Quendel;Schillernder Th., Azoren-Th.;Thymus;T. caespititius;Z;NA;NA
Thymian, Quendel;Arznei-Th., Feld-Th.;Thymus;T. pulegioides;N;Z;NA
Thymian, Quendel;Insel-Th.;Thymus;T. richardii;Z;NA;NA
Thymian, Quendel;Korsischer Th.;Thymus;T. herba-barona;Z;NA;NA
Thymian, Quendel;Steppen-Th., Pannonischer Th.;Thymus;T. pannonicus;Z;NA;W
Thymian, Quendel;Innsbrucker Th., Tiroler Th.;Thymus;T. oenipontanus;Z;NA;NA
Thymian, Quendel;Thrakischer Th., Langzahn-Th.;Thymus;T. thracicus;Z;NA;NA
Thymian, Quendel;Dalmatiner Th., Langstängel-Th.;Thymus;T. longicaulis;Z;NA;NA
Thymian, Quendel;Elfin-Th.;Thymus;T. ‘Elfin’;Z;NA;NA
Thymian, Quendel;Sand-Th;Thymus;T. serpyllum;Z;NA;W
Thymian, Quendel;Frühblühender Th., Kriech-Th.;Thymus;T. praecox;Z;NA;W
Thymian, Quendel;Britischer Th.;Thymus;T. drucei;Z;NA;NA
Melisse;Zitronen-M.;Melissa;M. officinalis;N;NA;W
Bohnenkraut;Echtes B., Sommer-B.;Satureja;S. hortensis;N;NA;NA
Bohnenkraut;Winter-B.;Satureja;S. montana;N;Z;NA
Bergminze;Wald-B.;Calamintha;C. menthifolia;Z;NA;W
Bergminze;Kleinblütige B.;Calamintha;C. nepeta;Z;NA;W
Bergminze;Österreichische B.;Calamintha;C. einseleana;Z;NA;W
Drachenmaul;Pyrenäen-D.;Horminum;H. pyrenaicum;Z;NA;W
Andorn;Gewöhnlicher A.;Marrubium;M. vulgare;Z;NA;W
Andorn;Samtiger A.;Marrubium;M. velutinum;Z;NA;NA
Andorn;Griechischer A.;Marrubium;M. cylleneum;Z;NA;NA
Andorn;Aschgrauer A.;Marrubium;M. incanum;Z;NA;NA
Andorn;Spanischer A.;Marrubium;M. supinum;Z;NA;NA
Riesenysop, Duftnessel;Mexikanischer R.;Agastache;A. mexicana;Z;NA;NA
Riesenysop, Duftnessel;Felsen-R.;Agastache;A. rupestre;Z;NA;NA
Riesenysop, Duftnessel;Brennnesselblättriger R.;Agastache;A. urticifolia;Z;NA;NA
Riesenysop, Duftnessel;Gelblichblühender R.;Agastache;A. nepetoides;Z;NA;NA
Riesenysop, Duftnessel;Anis-R., Duftnessel;Agastache;A. foeniculum;Z;NA;NA
Riesenysop, Duftnessel;Ostasiatischer R.;Agastache;A. rugosa;Z;NA;NA
Katzenminze;Himalaja-K.;Nepeta;N. govaniana;Z;NA;NA
Katzenminze;Kaschmir-K.;Nepeta;N. nervosa;Z;NA;NA
Katzenminze;Sibirische K.;Nepeta;N. sibirica;Z;NA;NA
Katzenminze;Japanische K.;Nepeta;N. subsessilis;Z;NA;NA
Katzenminze;Zitronen-K.;Nepeta;N. cataria var. citriodora;Z;NA;W
Katzenminze;Traubige K., Blauminze;Nepeta;N. racemosa;Z;NA;W
Gundermann, Gundelrebe;Efeu-G.;Glechoma;G. hederacea;Z;NA;W
Gundermann, Gundelrebe;Rauhaariger G.;Glechoma;G. hirsuta;Z;NA;W
Meehanie;Nesselblättrige M.;Meehania;M. urticifolia;Z;NA;NA
Drachenkopf;Isabell-D.;Dracocephalum;D. isabellae;Z;NA;NA
Drachenkopf;Forrest-D.;Dracocephalum;D. forrestii;Z;NA;NA
Drachenkopf;Kaukasischer D.;Dracocephalum;D. botryoides;Z;NA;NA
Drachenkopf;Österreichischer D.;Dracocephalum;D. austriacum;Z;NA;NA
Drachenkopf;Nordischer D.;Dracocephalum;D. ruyschiana;Z;NA;NA
Drachenkopf;Fremdartiger D.;Dracocephalum;D. peregrinum;Z;NA;NA
Drachenkopf;Türkischer D.;Dracocephalum;D. moldavica;N;Z;NA
Drachenkopf;Felsen-D.;Dracocephalum;D. rupestre;Z;NA;NA
Drachenkopf;Großblütiger D.;Dracocephalum;D. grandiflorum;Z;NA;NA
Lallemantie;Schild-L.;Lallemantia;L. peltata;Z;NA;NA
Lallemantie;Weißgraue L.;Lallemantia;L. canescens;Z;NA;NA
Gelenkblume;Gelenkblume;Physostegia;P. virginiana;Z;NA;NA
Immenblatt;Immenblatt;Mellitis;M. melissophyllum;Z;NA;W
Ziest;Balkan-Z.;Stachys;St. iva;Z;NA;NA
Ziest;Lavendelblättriger Z.;Stachys;St. lavandulifolia;Z;NA;NA
Ziest;Woll-Z., Eselsohr;Stachys;St. byzantina;Z;NA;W
Ziest;Heil-Z.;Stachys;St. officinalis;Z;NA;W
Ziest;Schneeweißer Z.;Stachys;St. nivea;Z;NA;NA
Ziest;Großblütiger Z.;Stachys;St. macrantha;Z;NA;NA
Löwenohr;Löwenohr;Leonotis;L. leonurus;Z;NA;NA
Brandkraut;Strauchiges B.;Phlomis;P. fruticosa;Z;NA;NA
Brandkraut;Russel-B.;Phlomis;P. russeliana;Z;NA;NA
Brandkraut;Samos-B.;Phlomis;P. samia;Z;NA;NA
Muschelblume;Muschelblume;Moluccella;M. laevis;Z;NA;NA
Taubnessel;Großblütige T.;Lamium;L. orvala;Z;NA;NA
Taubnessel;Gargano-T.;Lamium;L. garganicum;Z;NA;NA
Taubnessel;Weiße T.;Lamium;L. album;Z;NA;W
Triteleie;Weiße T.;Triteleia;T. hyacinthina;Z;NA;NA
Taubnessel;Gefleckte T.;Lamium;L. maculatum;Z;NA;W
Goldnessel;Goldnessel;Galeobdolon;G. luteum;Z;NA;W
Braunelle;Weiße B.;Prunella;P. laciniata;Z;NA;W
Monarde, Indianernessel;Punktierte M.;Monarda;M. punctata;Z;NA;NA
Monarde, Indianernessel;Zitronen-M.;Monarda;M. officinalis;N;NA;W
Monarde, Indianernessel;Russel-M.;Monarda;M. russeliana;Z;NA;NA
Monarde, Indianernessel;Scharlach-M., Goldmelisse;Monarda;M. didyma;Z;NA;NA
Monarde, Indianernessel;Wilde M.;Monarda;M. sylv;Z;NA;NA
Perowskie;Fiederschnittige P., Eberrauten-P.;Perovskia;P. abrotanoides;Z;NA;NA
Perowskie;Silber-P., Meldenblättrige P.;Perovskia;P. atriplicifolia;Z;NA;NA
Salbei;Mazedonischer S.;Salvia;S. jurisicii;Z;NA;NA
Salbei;Kleb-S.;Salvia;S. glutinosa;Z;NA;W
Salbei;Echter S.;Salvia;S. officinalis;N;Z;NA
Salbei;Quirl-S.;Salvia;S. verticillata;Z;NA;W
Salbei;Mexikanischer S.;Salvia;S. patens;Z;NA;NA
Salbei;Glänzender S.;Salvia;S. splendens;Z;NA;NA
Sonnenhut;Glänzender S.;Rudbeckia;R. nitida;Z;NA;NA
Salbei;Mehl-S.;Salvia;S. farinacea;Z;NA;NA
Salbei;Peruanischer S.;Salvia;S. discolor;Z;NA;NA
Salbei;Scharlachroter S.;Salvia;S. coccinea;Z;NA;NA
Salbei;Nickender S.;Salvia;S. nutans;Z;NA;NA
Salbei;Buntschopf-S.;Salvia;S. viridis;Z;NA;NA
Salbei;Ungarischer S.;Salvia;S. aethiopis;Z;NA;W
Salbei;Steppen-S;Salvia;S. nemorosa;Z;NA;W
Salbei;Wiesen-S.;Salvia;S. pratensis;Z;NA;W
Salbei;Muskateller-S.;Salvia;S. sclarea;Z;NA;W
Salbei;Wiesen-S.;Salvia;S. pratensis;Z;NA;W
Salbei;Silberblatt-S.;Salvia;S. argentea;Z;NA;NA
Sonnenblume;Silberblatt-S.;Helianthus;H. argophyllus;Z;NA;NA
Salbei;Reinweißblütiger S.;Salvia;S. candidissima;Z;NA;NA
Helmkraut;Chinesisches H., Baikal-H.;Scutellaria;S. baicalensis;Z;NA;NA
Helmkraut;Hohes H.;Scutellaria;S. altissima;Z;NA;NA
Fächerblume, Spaltglocke;Blauviolette F.;Scaevola;S. aemula;Z;NA;NA
Glockenblume;Knäuel-G.;Campanula;C. glomerata;Z;NA;W
Glockenblume;Ährige G.;Campanula;C. spicata;Z;NA;NA
Glockenblume;Marien-G.;Campanula;C. medium;Z;NA;W
Glockenblume;Pfirsichblättrige G.;Campanula;C. persicifolia;Z;NA;W
Glockenblume;Rapunzel-G.;Campanula;C. rapunculus;N;NA;W
Glockenblume;Wiesen-G.;Campanula;C. patula;Z;NA;W
Glockenblume;Karpaten-G.;Campanula;C. carpatica;Z;NA;NA
Glockenblume;Punktierte G.;Campanula;C. punctata;Z;NA;NA
Glockenblume;Knoblauchraukenblättrige G.;Campanula;C. alliariifolia;Z;NA;W
Goldrute;Riesen-G.;Solidago;S. gigantea;Z;NA;W
Glockenblume;Riesen-G.;Campanula;C. lactiflora;Z;NA;NA
Glockenblume;Acker-G.;Campanula;C. rapunculoides;Z;NA;W
Glockenblume;Breitblättrige G.;Campanula;C. latifolia;Z;NA;W
Glockenblume;Nesselblättrige G.;Campanula;C. trachelium;Z;NA;W
Glockenblume;Punktierte G.;Campanula;C. punctata;Z;NA;NA
Glockenblume;Birkenblättrige G.;Campanula;C. betulifolia;Z;NA;NA
Glockenblume;Kaukasus-G.;Campanula;C. raddeana;Z;NA;NA
Gämswurz;Kaukasus-G.;Doronicum;D. orientale;Z;NA;NA
Glockenblume;Berghügel-G.;Campanula;C. collina;Z;NA;NA
Glockenblume;Alpen-G.;Campanula;C. alpina;Z;NA;W
Glockenblume;Bärtige G.;Campanula;C. barbata;Z;NA;W
Glockenblume;Seealpen-G., Allioni-G.;Campanula;C. alpestris;Z;NA;NA
Glockenblume;Chamisso-G.;Campanula;C. chamissonis;Z;NA;NA
Glockenblume;Gänseblümchenblättrige G.;Campanula;C. bellidifolia;Z;NA;NA
Glockenblume;Zois-G.;Campanula;C. zoysii;Z;NA;NA
Glockenblume;Ausgeschnittene G.;Campanula;C. excisa;Z;NA;NA
Glockenblume;Dunkle G.;Campanula;C. pulla;Z;NA;NA
Glockenblume;Mt. Cenis-G.;Campanula;C. cenisia;Z;NA;NA
Glockenblume;Insubrische G., Rainer-G.;Campanula;C. raineri;Z;NA;NA
Glockenblume;Oviedo-G.;Campanula;C. arvatica;Z;NA;NA
Glockenblume;Piper-G.;Campanula;C. piperi;Z;NA;NA
Glockenblume;Dalmatiner G.;Campanula;C. portenschlagiana;Z;NA;NA
Glockenblume;Hängepolster-G., Poscharsky-G.;Campanula;C. poscharskyana;Z;NA;NA
Glockenblume;Stern-G.;Campanula;C. isophylla;Z;NA;NA
Glockenblume;Zerbrechliche G.;Campanula;C. fragilis;Z;NA;NA
Glockenblume;Sternpolster-G., Gargano-G.;Campanula;C. garganica;Z;NA;NA
Glockenblume;Lombardische G.;Campanula;C. elatinoides;Z;NA;NA
Glockenblume;Piemonteser G.;Campanula;C. elatines;Z;NA;NA
Glockenblume;Waldstein-G.;Campanula;C. waldsteiniana;Z;NA;NA
Glockenblume;Tommasini-G.;Campanula;C. tommasiniana;Z;NA;NA
Glockenblume;Rundblättrige G.;Campanula;C. rotundifolia;Z;NA;W
Glockenblume;Rasen-G.;Campanula;C. cespitosa;Z;NA;NA
Glockenblume;Scheuchzer-G.;Campanula;C. scheuchzeri;Z;NA;W
Glockenblume;Leinblatt-G., Karnische G.;Campanula;C. linifolia;Z;NA;NA
Steinglocke;Wanner-St.;Symphyandra;S. wanneri;Z;NA;NA
Steinglocke;Kretische St.;Symphyandra;S. cretica;Z;NA;NA
Steinglocke;Hofmann-St., Bosnische St.;Symphyandra;S. hofmannii;Z;NA;NA
Steinglocke;Zangezur-St.;Symphyandra;S. zangezura;Z;NA;NA
Steinglocke;Hängende St.;Symphyandra;S. pendula;Z;NA;NA
Steinglocke;Armenische St.;Symphyandra;S. armena;Z;NA;NA
Schellenblume;Dreiblättrige Sch., Quirlige Sch.;Adenophora;A. triphylla;Z;NA;NA
Schellenblume;Lilienblättrige Sch.;Adenophora;A. liliifolia;Z;NA;W
Schellenblume;Bulley-Sch.;Adenophora;A. bulleyana;Z;NA;NA
Schellenblume;Potanin-Sch.;Adenophora;A. potaninii;Z;NA;NA
Schellenblume;Dreispitzige Sch.;Adenophora;A. tricuspidata;Z;NA;NA
Schellenblume;Tashiro-Sch.;Adenophora;A. tashiroi;Z;NA;NA
Schellenblume;Nikko-Sch.;Adenophora;A. nikoensis;Z;NA;NA
Frauenspiegel, Venusspiegel;Fünfkantiger F.;Legousia;L. pentagonia;Z;NA;NA
Frauenspiegel, Venusspiegel;Echter F.;Legousia;L. speculum-veneris;Z;NA;W
Türkenglocke, Michauxie;Gewöhnliche T.;Michauxia;M. campanuloides;Z;NA;NA
Teichsimse;Gewöhnliche T.;Schoenoplectus;Sch. lacustris;N;Z;NA
Halskraut;Blaues H.;Trachelium;T. coeruleum;Z;NA;NA
Halskraut;Jacquin-H.;Trachelium;T. jacquinii;Z;NA;NA
Halskraut;Waldmeister-H.;Trachelium;T. asperuloides;Z;NA;NA
Teufelskralle, Rapunzel;Halbkugelige T.;Phyteuma;P. hemisphaericum;Z;NA;W
Teufelskralle, Rapunzel;Kugel-T., Kopfige T.;Phyteuma;P. orbiculare;Z;NA;W
Teufelskralle, Rapunzel;Ährige T.;Phyteuma;P. spicatum;Z;NA;W
Teufelskralle, Rapunzel;Schwarze T.;Phyteuma;P. nigrum;Z;NA;W
Teufelskralle, Rapunzel;Eirunde T., Haller-T.;Phyteuma;P. ovatum;Z;NA;W
Schopfteufelskralle;Schopfteufelskralle;Physoplexis;Ph. Comosa;Z;NA;NA
Glockenwinde, Tigerglocke;Eiblättrige T.;Codonopsis;C. ovata;Z;NA;NA
Glockenwinde, Tigerglocke;Bulley-T.;Codonopsis;C. bulleyana;Z;NA;NA
Glockenwinde, Tigerglocke;Waldreben-T.;Codonopsis;C. clematidea;Z;NA;NA
Glockenwinde, Tigerglocke;Gewöhnliche Glockenwinde;Codonopsis;C. convolvulacea;Z;NA;NA
Glockenwinde, Tigerglocke;Hubei-G.;Codonopsis;C. tangshen;Z;NA;NA
Glockenwinde, Tigerglocke;Lanzettblättrige G.;Codonopsis;C. lanceolata;Z;NA;NA
Blauröhre;Delavay-B.;Cyananthus;C. delavayi;Z;NA;NA
Blauröhre;Aufgeblasene B.;Cyananthus;C. inflatus f.;Z;NA;NA
Blauröhre;Gelappte B.;Cyananthus;C. lobatus;Z;NA;NA
Blauröhre;Kleinblättrige B.;Cyananthus;C. microphyllus;Z;NA;NA
Blauröhre;Sheriff-B.;Cyananthus;C. sheriffii;Z;NA;NA
Moorglöckchen;Kap-Moorglöckchen;Wahlenbergia;W. capensis;Z;NA;NA
Moorglöckchen;Efeu-M.;Wahlenbergia;W. hederacea;Z;NA;W
Büschelglocke, Krugglocke;Quendelblättrige B.;Edraianthus;E. serpyllifolius;Z;NA;NA
Büschelglocke, Krugglocke;Dalmatiner B.;Edraianthus;E. dalmaticus;Z;NA;NA
Büschelglocke, Krugglocke;Grasartige B.;Edraianthus;E. graminifolius;Z;NA;NA
Büschelglocke, Krugglocke;Schmalblättrige B.;Edraianthus;E. tenuifolius;Z;NA;NA
Jasione, Sandknöpfchen;Sandknöpfchen, Berg-Jasione, Schafrapunzel;Jasione;J. montana;Z;NA;W
Jasione, Sandknöpfchen;Ausdauernde J.;Jasione;J. laevis;Z;NA;W
Jasione, Sandknöpfchen;Krause J.;Jasione;J. crispa;Z;NA;NA
Teppichlobelie, Pratie;Kantige T.;Pratia;P. angulata f.;Z;NA;NA
Teppichlobelie, Pratie;Gestielte T., Blauer Bubikopf;Pratia;P. pedunculata;Z;NA;NA
Laurentie;Felsen-Laurentie;Laurentia;L. axillaris;Z;NA;NA
Lobelie;Zarte L.;Lobelia;L. tenuior;Z;NA;NA
Lobelie;Kap-L.;Lobelia;L. valida;Z;NA;NA
Lobelie;Blaue L., Männertreu;Lobelia;L. erinus;Z;NA;NA
Lobelie;Kardinals-L.;Lobelia;L. cardinalis;Z;NA;NA
Lobelie;Blaue Kardinals-L.;Lobelia;L. siphilitica;Z;NA;NA
Scheinaster, Vernonie;Hohe Sch.;Veronia;V. gigantea;Z;NA;NA
Scheinaster, Vernonie;New York-Sch.;Veronia;V. noveboracensis;Z;NA;NA
Scheinaster, Vernonie;Arkansas-Sch.;Veronia;V. arkansana;Z;NA;NA
Kornblumenaster, Stokesie;Kornblumenaster;Veronia;Stokesia;Z;NA;NA
Leberbalsam;Trugdoldiger L.;Ageratum;A. corymbosum;Z;NA;NA
Leberbalsam;Gewöhnlicher L.;Ageratum;A. houstonianum;Z;NA;NA
Löwenzahn;Gewöhnlicher L.;Taraxacum;Taraxacum sect. Ruderalia;N;NA;NA
Leberbalsam;Mexikanischer L.;Ageratum;A. conyzoides;Z;NA;NA
Wasserdost, Wasserhanf, Natternwurz;Gewöhnlicher W., Kunigundenkraut;Eupatorium;E. cannabinum;Z;NA;W
Wasserdost, Wasserhanf, Natternwurz;Gefleckter W.;Eupatorium;E. maculatum;Z;NA;NA
Wasserdost, Wasserhanf, Natternwurz;Purpur-W.;Eupatorium;E. purpuratum f.;Z;NA;NA
Wasserdost, Wasserhanf, Natternwurz;Blauer W., Himmelblaue Nebelblume;Eupatorium;E. coelestinum;Z;NA;NA
Wasserdost, Wasserhanf, Natternwurz;Weißer W.;Eupatorium;E. album;Z;NA;NA
Wasserdost, Wasserhanf, Natternwurz;Ungestielter W.;Eupatorium;E. sessilifolium;Z;NA;NA
Wasserdost, Wasserhanf, Natternwurz;Hoher W., Weiße Natternwurz;Eupatorium;E. altissimum;Z;NA;NA
Wasserdost, Wasserhanf, Natternwurz;Durchwachsener W.;Eupatorium;E. perfoliatum;Z;NA;NA
Wasserdost, Wasserhanf, Natternwurz;Duftender W.;Eupatorium;E. aromaticum;Z;NA;NA
Wasserdost, Wasserhanf, Natternwurz;Weißer W., Weiße Natternwurz;Eupatorium;E. rugosum;Z;NA;NA
Mikanie;Kletter-Mikanie;Mikania;M. scandens;Z;NA;NA
Alpendost;Kahler A.;Adenostyles;A. glabra;Z;NA;W
Prachtscharte;Ährige P.;Liatris;L. spicata;Z;NA;NA
Prachtscharte;Prärie-P., Dickährige P;Liatris;L. pycnostachya;Z;NA;NA
Gummikraut, Grindelie, Teerkraut;Gewöhnliches G.;Grindelia;G. hirsutula;Z;NA;NA
Gummikraut, Grindelie, Teerkraut;Sperriges G.;Grindelia;G. squarrosa;Z;NA;NA
Goldaster, Goldauge;Goldaster, Goldauge;Chrysopsis;Ch. villosa;Z;NA;NA
Goldrute;Weiße Hochland-G.;Solidago;S. ptarmicoides;Z;NA;NA
Goldrute;Grasblättrige G.;Solidago;S. graminifolia;Z;NA;W
Goldrute;Goldrutenaster;Solidago;S. × lutea;Z;NA;NA
Goldrute;Neu-England-G., Cutler-G.;Solidago;S. leiocarpa;Z;NA;NA
Goldrute;Ridell-G.;Solidago;S. riddellii;Z;NA;NA
Goldrute;Steife G.;Solidago;S. rigida;Z;NA;NA
Goldrute;Gewöhnliche G.;Solidago;S. virgaurea;Z;NA;W
Goldrute;Rocky-Mountain-G.;Solidago;S. multiradiata;Z;NA;NA
Goldrute;Reif-G., Goldbandrute;Solidago;S. caesia;Z;NA;NA
Goldrute;Breitblättrige G., Zickzack-G., Bogige G.;Solidago;S. flexicaulis;Z;NA;NA
Goldrute;Anis-G., Lakritz-G.;Solidago;S. odora;Z;NA;NA
Goldrute;Küsten-G.;Solidago;S. sempervirens;Z;NA;NA
Goldrute;Missouri-G;Solidago;S. missouriensis;Z;NA;NA
Goldrute;Graue G.;Solidago;S. nemoralis;Z;NA;NA
Goldrute;Ulmenblättrige G.;Solidago;S. ulmifolia;Z;NA;NA
Goldrute;Ozark-G;Solidago;S. drummondii;Z;NA;NA
Goldrute;Raue G.;Solidago;S. nemoralis;Z;NA;NA
Goldrute;Kentucky-G., Königs-G;Solidago;S. shortii;Z;NA;NA
Goldrute;Kanadische G.;Solidago;S. canadensis;Z;NA;W
Brachyskome, Blaues Gänseblümchen;Tadgell-B.;Brachyscome;B. tadgellii;Z;NA;NA
Brachyskome, Blaues Gänseblümchen;Blaue B., Blaues Gänseblümchen;Brachyscome;B. iberidifolia;Z;NA;NA
Brachyskome, Blaues Gänseblümchen;Raue B.;Brachyscome;C. incanus f.;Z;NA;NA
Gänseblümchen, Maßliebchen, Tausendschönchen;Gewöhnliches G., Maßliebchen, Tausendschönchen;Bellis;B. perennis;Z;NA;NA
Gänseblümchen, Maßliebchen, Tausendschönchen;Bläuliches G.;Bellis;B. coerulescens;Z;NA;NA
Scheingänseblümchen, Zwergmaßliebchen;Gewöhnliches Sch.;Bellium;B. bellidioides;Z;NA;NA
Schneeglöckchen;Gewöhnliches Sch.;Galanthus;G. nivalis;Z;NA;W
Schilf;Gewöhnliches Sch.;Phragmites;Ph. australis;Z;N;W
Scheingänseblümchen, Zwergmaßliebchen;Dickblättriges Sch.;Bellium;B. crassifolium;Z;NA;NA
Scheingänseblümchen, Zwergmaßliebchen;Kleines Sch., Zwergmaßliebchen;Bellium;B. minutum;Z;NA;NA
Scheinaster, Boltonie;Gewöhnliches Sch.;Boltonia;B. asteroides;Z;NA;NA
Townsendie, Felsenmargerite;Schöne T.;Townsendia;T. formosa;Z;NA;NA
Townsendie, Felsenmargerite;Grauweiße T.;Townsendia;T. incana;Z;NA;NA
Townsendie, Felsenmargerite;Niedrige T., Stängellose T.;Townsendia;T. exscapa;Z;NA;NA
Townsendie, Felsenmargerite;Rothrock-T.;Townsendia;T. rothrockii;Z;NA;NA
Townsendie, Felsenmargerite;Parry-T.;Townsendia;T. parryi;Z;NA;NA
Townsendie, Felsenmargerite;Oregon-T.;Townsendia;T. florifer;Z;NA;NA
Townsendie, Felsenmargerite;Großblütige T.;Townsendia;T. grandiflora;Z;NA;NA
Sommeraster, Gartenaster;Sommeraster;Callistephus;C. chinensis;Z;NA;NA
Aster, Staudenaster;Goldhaar-A.;Aster;A. linosyris;Z;NA;W
Aster, Staudenaster;Alpenmaßliebchen;Aster;A. bellidiastrum;Z;NA;W
Aster, Staudenaster;Alpen-A.;Aster;A. alpinus;Z;NA;W
Aster, Staudenaster;Sichuan-A.;Aster;A. tongolensis;Z;NA;NA
Aster, Staudenaster;Großblättrige A.;Aster;A. macrophyllus;Z;NA;NA
Aster, Staudenaster;Blaue Wald-A.;Aster;A. cordifolius;Z;NA;NA
Aster, Staudenaster;Weiße Wald-A.;Aster;A. divaricatus;Z;NA;NA
Aster, Staudenaster;Graublättrige A.;Aster;A. sedifolius;Z;NA;NA
Aster, Staudenaster;Graue A.;Aster;A. incana;Z;NA;NA
Aster, Staudenaster;Raublatt-A., Neuengland-A.;Aster;A. novae-angliae;Z;NA;W
Aster, Staudenaster;Berg-A., Kalk-A.;Aster;A. amellus;Z;NA;NA
Aster, Staudenaster;Tatarische A.;Aster;A. tataricus;Z;NA;NA
Aster, Staudenaster;Arktische A.;Aster;A. sibiricus;Z;NA;NA
Aster, Staudenaster;Glattblatt-A., Neubelgien-A.;Aster;A. novi-belgii;Z;NA;W
Aster, Staudenaster;Glatte A.;Aster;A. laevis;Z;NA;W
